,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows,label
399,198.18.0.1,50631,198.18.1.13,443,192.168.5.2,50633,221.5.100.174,2011,198.18.0.1,50631,198.18.1.13,443,40,14300,133,74.406359,2.125628000000006,7,google.com.hk,192.168.5.2,50633,221.5.100.174,2011,33,16620,122,74.406509,2.1614660000000043,7,email
400,198.18.0.1,50632,198.18.0.63,443,192.168.5.2,50634,221.5.100.174,2011,198.18.0.1,50632,198.18.0.63,443,38,14211,134,74.406476,2.125674000000004,7,beacons.gcp.gvt2.com,192.168.5.2,50634,221.5.100.174,2011,35,18442,123,74.406515,2.162692000000007,7,email
401,198.18.0.1,50843,198.18.0.9,443,192.168.5.2,50844,120.232.217.159,2011,198.18.0.1,50843,198.18.0.9,443,37,14531,2,0.979325,4.471175,7,clientservices.googleapis.com,192.168.5.2,50844,120.232.217.159,2011,31,16964,4,0.983239,4.506136,7,email
402,198.18.0.1,50845,198.18.0.10,443,192.168.5.2,50846,103.166.52.49,2011,198.18.0.1,50845,198.18.0.10,443,40,18678,4,2.852621,2.599728,7,accounts.google.com,192.168.5.2,50846,103.166.52.49,2011,36,22322,5,2.855324,2.634085,7,email
403,198.18.0.1,50847,198.18.0.11,443,192.168.5.2,50848,103.166.52.49,2011,198.18.0.1,50847,198.18.0.11,443,41,17062,5,2.860449,2.591962,7,www.google.com,192.168.5.2,50848,103.166.52.49,2011,37,18723,6,2.862282,2.628556,7,email
404,198.18.0.1,50851,198.18.0.16,443,192.168.5.2,50852,183.240.139.64,2011,198.18.0.1,50851,198.18.0.16,443,42,15503,7,2.884953,2.5675130000000004,7,www.googleapis.com,192.168.5.2,50852,183.240.139.64,2011,36,19323,8,2.893972,2.611566,7,email
405,198.18.0.1,50857,198.18.0.19,443,192.168.5.2,50858,183.240.139.64,2011,198.18.0.1,50857,198.18.0.19,443,48,22292,11,3.118064,2.334213,9,clients4.google.com,192.168.5.2,50858,183.240.139.64,2011,51,29298,11,3.120592,2.3821220000000003,9,email
406,198.18.0.1,50864,198.18.0.24,443,192.168.5.2,50866,183.240.139.64,2011,198.18.0.1,50864,198.18.0.24,443,10,2272,15,5.486155,0.0570469999999998,1,android.clients.google.com,192.168.5.2,50866,183.240.139.64,2011,16,4324,15,5.487525,0.0940220000000007,1,email
407,198.18.0.1,50863,198.18.0.23,5228,192.168.5.2,50865,183.240.139.64,2011,198.18.0.1,50863,198.18.0.23,5228,38,14320,14,5.485976,48.03537,4,mtalk.google.com,192.168.5.2,50865,183.240.139.64,2011,38,16680,14,5.48707,48.074574,4,email
408,198.18.0.1,50867,198.18.0.24,443,192.168.5.2,50868,183.240.139.64,2011,198.18.0.1,50867,198.18.0.24,443,58,19445,16,5.543168,48.01004,9,android.clients.google.com,192.168.5.2,50868,183.240.139.64,2011,49,25422,16,5.544339,48.051768,9,email
409,198.18.0.1,50869,198.18.0.21,443,192.168.5.2,50872,183.240.139.64,2011,198.18.0.1,50869,198.18.0.21,443,52,18639,17,5.710429,47.84134,7,clients2.google.com,192.168.5.2,50872,183.240.139.64,2011,45,18706,17,5.711897,47.876257,7,email
410,198.18.0.1,50870,198.18.0.22,443,192.168.5.2,50871,183.240.139.64,2011,198.18.0.1,50870,198.18.0.22,443,52,20086,18,5.710799,47.842162,7,update.googleapis.com,192.168.5.2,50871,183.240.139.64,2011,49,22634,18,5.711897,47.887205,7,email
411,198.18.0.1,50873,198.18.0.27,443,192.168.5.2,50874,183.240.139.64,2011,198.18.0.1,50873,198.18.0.27,443,53,17255,19,6.270396,47.28195,11,optimizationguide-pa.googleapis.com,192.168.5.2,50874,183.240.139.64,2011,51,26773,19,6.272407,47.316547,11,email
412,198.18.0.1,50875,198.18.1.4,443,192.168.5.2,50876,183.240.139.64,2011,198.18.0.1,50875,198.18.1.4,443,35971,30365063,20,6.27657,47.27667,511,mail.google.com,192.168.5.2,50876,183.240.139.64,2011,29478,29643691,20,6.278773,47.316788,501,email
413,198.18.0.1,50877,198.18.0.38,443,192.168.5.2,50878,183.240.139.64,2011,198.18.0.1,50877,198.18.0.38,443,57,17523,21,6.495611,47.05669,13,content-autofill.googleapis.com,192.168.5.2,50878,183.240.139.64,2011,52,22148,21,6.496956,47.098425000000006,13,email
414,198.18.0.1,50883,198.18.0.32,443,192.168.5.2,50884,183.240.139.64,2011,198.18.0.1,50883,198.18.0.32,443,70,18466,29,7.516499,46.036506,16,ssl.gstatic.com,192.168.5.2,50884,183.240.139.64,2011,64,29882,24,7.517708,46.076192,16,email
415,198.18.0.1,50885,198.18.0.39,443,192.168.5.2,50886,183.240.139.64,2011,198.18.0.1,50885,198.18.0.39,443,53,21451,30,7.578786,45.974149,7,ogads-pa.clients6.google.com,192.168.5.2,50886,183.240.139.64,2011,47,22281,25,7.580438,46.008552,7,email
416,198.18.0.1,50887,198.18.0.40,443,192.168.5.2,50888,183.240.139.64,2011,198.18.0.1,50887,198.18.0.40,443,61,25024,31,7.580772,45.972324,9,waa-pa.clients6.google.com,192.168.5.2,50888,183.240.139.64,2011,48,24566,26,7.581813,46.015278,9,email
417,198.18.0.1,50889,198.18.0.39,443,192.168.5.2,50890,183.240.139.64,2011,198.18.0.1,50889,198.18.0.39,443,58,27729,32,7.754113999999999,45.79861,7,ogads-pa.clients6.google.com,192.168.5.2,50890,183.240.139.64,2011,49,26375,27,7.75507,45.845290000000006,7,email
418,198.18.0.1,50891,198.18.0.40,443,192.168.5.2,50892,183.240.139.64,2011,198.18.0.1,50891,198.18.0.40,443,140,89970,33,7.764721,45.787889,9,waa-pa.clients6.google.com,192.168.5.2,50892,183.240.139.64,2011,83,56840,28,7.765958,45.833221,9,email
419,198.18.0.1,50893,198.18.0.11,443,192.168.5.2,50894,183.240.139.64,2011,198.18.0.1,50893,198.18.0.11,443,39,10600,34,7.809705,45.743109,7,www.google.com,192.168.5.2,50894,183.240.139.64,2011,39,15459,29,7.811495,45.78237,7,email
420,198.18.0.1,50895,198.18.1.5,443,192.168.5.2,50896,183.240.139.64,2011,198.18.0.1,50895,198.18.1.5,443,57,24733,35,8.056615,45.496126,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,50896,183.240.139.64,2011,47,22787,30,8.058584,45.53695,7,email
421,198.18.0.1,50897,198.18.0.41,443,192.168.5.2,50898,183.240.139.64,2011,198.18.0.1,50897,198.18.0.41,443,66,19098,36,8.160946,45.39275000000001,13,play.google.com,192.168.5.2,50898,183.240.139.64,2011,57,24387,31,8.163209,45.435834,11,email
422,198.18.0.1,50899,198.18.1.5,443,192.168.5.2,50900,183.240.139.64,2011,198.18.0.1,50899,198.18.1.5,443,49,24296,37,8.224284,45.328082,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,50900,183.240.139.64,2011,45,26820,32,8.225986,45.374496,7,email
423,198.18.0.1,50901,198.18.0.41,443,192.168.5.2,50902,183.240.139.64,2011,198.18.0.1,50901,198.18.0.41,443,1070,807441,38,8.323208,45.230236,62,play.google.com,192.168.5.2,50902,183.240.139.64,2011,1302,972135,33,8.324557,45.271027,66,email
424,198.18.0.1,50903,198.18.0.43,443,192.168.5.2,50904,183.240.139.64,2011,198.18.0.1,50903,198.18.0.43,443,40,16918,39,8.479755,45.07198699999999,7,addons-pa.clients6.google.com,192.168.5.2,50904,183.240.139.64,2011,39,21142,34,8.481336,45.110291,7,email
425,198.18.0.1,50905,198.18.0.10,443,192.168.5.2,50906,183.240.139.64,2011,198.18.0.1,50905,198.18.0.10,443,35,12914,40,8.598928,44.954963,7,accounts.google.com,192.168.5.2,50906,183.240.139.64,2011,42,18595,35,8.600498,44.999941,7,email
426,198.18.0.1,50907,198.18.0.43,443,192.168.5.2,50908,183.240.139.64,2011,198.18.0.1,50907,198.18.0.43,443,56,27944,41,8.801864,44.75229,7,addons-pa.clients6.google.com,192.168.5.2,50908,183.240.139.64,2011,48,25791,36,8.803702,44.79994,7,email
427,198.18.0.1,50909,198.18.0.36,443,192.168.5.2,50910,183.240.139.64,2011,198.18.0.1,50909,198.18.0.36,443,34,11214,43,9.122157,44.430548,7,www.gstatic.com,192.168.5.2,50910,183.240.139.64,2011,38,17753,37,9.124099,44.472863,7,email
428,198.18.0.1,50911,198.18.0.48,443,192.168.5.2,50912,183.240.139.64,2011,198.18.0.1,50911,198.18.0.48,443,65,23057,45,9.216511,44.335727000000006,11,signaler-pa.clients6.google.com,192.168.5.2,50912,183.240.139.64,2011,59,27189,38,9.217992,44.375804,11,email
429,198.18.0.1,50913,198.18.1.6,443,192.168.5.2,50914,183.240.139.64,2011,198.18.0.1,50913,198.18.1.6,443,46,17795,46,9.226968,44.325802,7,mail-ads.google.com,192.168.5.2,50914,183.240.139.64,2011,42,19644,39,9.228701,44.373972,7,email
430,198.18.0.1,50915,198.18.0.111,443,192.168.5.2,50916,183.240.139.64,2011,198.18.0.1,50915,198.18.0.111,443,69,23071,47,9.247534,44.307097,13,peoplestack-pa.clients6.google.com,192.168.5.2,50916,183.240.139.64,2011,60,28603,40,9.24908,44.353778,13,email
431,198.18.0.1,50917,198.18.0.47,443,192.168.5.2,50918,183.240.139.64,2011,198.18.0.1,50917,198.18.0.47,443,70,43807,48,9.265571,44.289026,7,contacts.google.com,192.168.5.2,50918,183.240.139.64,2011,51,32610,41,9.267008,44.333271,7,email
432,198.18.0.1,50919,198.18.0.111,443,192.168.5.2,50920,183.240.139.64,2011,198.18.0.1,50919,198.18.0.111,443,85,45500,49,9.432853,44.120923,15,peoplestack-pa.clients6.google.com,192.168.5.2,50920,183.240.139.64,2011,75,48794,42,9.433982,44.16503,15,email
433,198.18.0.1,50921,198.18.0.48,443,192.168.5.2,50922,183.240.139.64,2011,198.18.0.1,50921,198.18.0.48,443,83,35451,50,9.502481,44.05194,13,signaler-pa.clients6.google.com,192.168.5.2,50922,183.240.139.64,2011,75,40519,43,9.503901,44.09504,13,email
434,198.18.0.1,50923,198.18.0.34,443,192.168.5.2,50924,183.240.139.64,2011,198.18.0.1,50923,198.18.0.34,443,28,12191,51,9.518331,44.037108,4,fonts.gstatic.com,192.168.5.2,50924,183.240.139.64,2011,27,12215,44,9.522704,44.072637,4,email
435,198.18.0.1,50925,198.18.1.6,443,192.168.5.2,50926,183.240.139.64,2011,198.18.0.1,50925,198.18.1.6,443,182,126651,52,9.599504,43.95318400000001,9,mail-ads.google.com,192.168.5.2,50926,183.240.139.64,2011,115,93938,45,9.601335,43.993228,9,email
436,198.18.0.1,50927,198.18.1.7,443,192.168.5.2,50928,183.240.139.64,2011,198.18.0.1,50927,198.18.1.7,443,43,17267,58,11.558705,41.993962,7,taskassist-pa.clients6.google.com,192.168.5.2,50928,183.240.139.64,2011,42,23692,50,11.560099,42.036959,7,email
437,198.18.0.1,50929,198.18.1.7,443,192.168.5.2,50930,183.240.139.64,2011,198.18.0.1,50929,198.18.1.7,443,150,84504,59,11.720002,41.833353,29,taskassist-pa.clients6.google.com,192.168.5.2,50930,183.240.139.64,2011,134,92161,51,11.721111,41.876099,29,email
438,198.18.0.1,50931,198.18.0.44,443,192.168.5.2,50932,183.240.139.64,2011,198.18.0.1,50931,198.18.0.44,443,86,48804,60,11.90145,41.652108,7,ogs.google.com,192.168.5.2,50932,183.240.139.64,2011,64,42291,52,11.902696,41.694332,7,email
439,198.18.0.1,50933,198.18.1.8,443,192.168.5.2,50934,183.240.139.64,2011,198.18.0.1,50933,198.18.1.8,443,56,28444,63,12.339055,41.214909,7,subscriptionsfirstparty-pa.clients6.google.com,192.168.5.2,50934,183.240.139.64,2011,43,29035,53,12.340914,41.255151000000005,7,email
440,198.18.0.1,50958,198.18.0.28,443,192.168.5.2,50959,183.240.139.64,2011,198.18.0.1,50958,198.18.0.28,443,46,22106,69,48.087982,5.466338,7,drive.google.com,192.168.5.2,50959,183.240.139.64,2011,40,21603,60,48.089557,5.5074380000000005,7,email
441,198.18.0.1,50960,198.18.0.35,443,192.168.5.2,50961,183.240.139.64,2011,198.18.0.1,50960,198.18.0.35,443,39,17713,70,48.153534,5.400525999999999,7,clients6.google.com,192.168.5.2,50961,183.240.139.64,2011,35,19764,61,48.156364,5.442709999999998,7,email
442,198.18.0.1,50962,198.18.0.35,443,192.168.5.2,50963,183.240.139.64,2011,198.18.0.1,50962,198.18.0.35,443,38,17523,71,48.522053,5.032162999999997,7,clients6.google.com,192.168.5.2,50963,183.240.139.64,2011,38,21951,62,48.523618,5.076709000000001,7,email
443,198.18.0.1,51167,198.18.0.9,443,192.168.5.2,51168,221.5.100.174,2011,198.18.0.1,51167,198.18.0.9,443,39,14637,3,0.569134,11.718991,7,clientservices.googleapis.com,192.168.5.2,51168,221.5.100.174,2011,37,17651,4,0.572863,11.769324,7,email
444,198.18.0.1,51171,198.18.0.10,443,192.168.5.2,51182,103.216.253.85,2011,198.18.0.1,51171,198.18.0.10,443,2528,1862245,10,2.5561730000000003,10.360309,44,accounts.google.com,192.168.5.2,51182,103.216.253.85,2011,1118,1130444,8,2.560772,10.394679,42,email
445,198.18.0.1,51172,198.18.0.11,443,192.168.5.2,51179,103.216.253.85,2011,198.18.0.1,51172,198.18.0.11,443,44,16995,11,2.556356,9.734229,9,www.google.com,192.168.5.2,51179,103.216.253.85,2011,43,22344,6,2.559497,9.779428,9,email
446,198.18.0.1,51204,198.18.0.16,443,192.168.5.2,51205,103.216.253.85,2011,198.18.0.1,51204,198.18.0.16,443,39,15162,22,2.751302,9.539106,7,www.googleapis.com,192.168.5.2,51205,103.216.253.85,2011,32,17635,18,2.758214,9.571216,7,email
447,198.18.0.1,51206,198.18.0.10,443,192.168.5.2,51207,103.216.253.85,2011,198.18.0.1,51206,198.18.0.10,443,36,15112,23,2.785327,9.505571,7,accounts.google.com,192.168.5.2,51207,103.216.253.85,2011,33,17947,19,2.787194,9.539945,7,email
448,198.18.0.1,51212,198.18.0.19,443,192.168.5.2,51213,103.216.253.85,2011,198.18.0.1,51212,198.18.0.19,443,50,23442,27,2.94391,9.347632,9,clients4.google.com,192.168.5.2,51213,103.216.253.85,2011,53,27636,21,2.944826,9.392410000000002,9,email
449,198.18.0.1,51224,198.18.0.27,443,192.168.5.2,51226,103.216.253.85,2011,198.18.0.1,51224,198.18.0.27,443,92,30939,42,5.117521,7.173695,19,optimizationguide-pa.googleapis.com,192.168.5.2,51226,103.216.253.85,2011,78,40336,27,5.118091,7.212924000000001,19,email
450,198.18.0.1,51225,198.18.1.4,443,192.168.5.2,51227,103.216.253.85,2011,198.18.0.1,51225,198.18.1.4,443,39,15306,43,5.11887,7.172406,9,mail.google.com,192.168.5.2,51227,103.216.253.85,2011,40,19576,28,5.119031,7.207886,9,email
451,198.18.0.1,51228,198.18.1.4,443,192.168.5.2,51229,103.216.253.85,2011,198.18.0.1,51228,198.18.1.4,443,24,11983,44,5.12132,7.168889000000001,4,mail.google.com,192.168.5.2,51229,103.216.253.85,2011,25,12121,29,5.121828,7.204384999999999,4,email
452,198.18.0.1,51230,198.18.0.33,443,192.168.5.2,51231,103.216.253.85,2011,198.18.0.1,51230,198.18.0.33,443,117,80964,45,6.426601,5.863947,7,lh3.googleusercontent.com,192.168.5.2,51231,103.216.253.85,2011,77,61346,30,6.426863,5.905519000000001,7,email
453,198.18.0.1,51232,198.18.0.34,443,192.168.5.2,51233,103.216.253.85,2011,198.18.0.1,51232,198.18.0.34,443,162,116275,46,6.438786,5.852081999999999,7,fonts.gstatic.com,192.168.5.2,51233,103.216.253.85,2011,90,73068,31,6.439281,5.891708,7,email
454,198.18.0.1,51234,198.18.0.32,443,192.168.5.2,51235,103.216.253.85,2011,198.18.0.1,51234,198.18.0.32,443,155,102698,47,6.523537,5.767274,17,ssl.gstatic.com,192.168.5.2,51235,103.216.253.85,2011,104,80491,32,6.523898,5.8098160000000005,17,email
455,198.18.0.1,51239,198.18.0.41,443,192.168.5.2,51241,103.216.253.85,2011,198.18.0.1,51239,198.18.0.41,443,73,30350,50,8.739436,3.5523050000000005,13,play.google.com,192.168.5.2,51241,103.216.253.85,2011,64,34041,35,8.73957,3.588139,13,email
456,198.18.0.1,51238,198.18.0.41,443,192.168.5.2,51240,103.216.253.85,2011,198.18.0.1,51238,198.18.0.41,443,11,2345,49,8.739161,0.1037379999999998,1,play.google.com,192.168.5.2,51240,103.216.253.85,2011,20,13157,34,8.739569,0.1260659999999998,2,email
457,198.18.0.1,51242,198.18.0.36,443,192.168.5.2,51243,103.216.253.85,2011,198.18.0.1,51242,198.18.0.36,443,1335,1059323,51,8.75753,3.533425000000001,17,www.gstatic.com,192.168.5.2,51243,103.216.253.85,2011,577,569040,36,8.759423,3.574255000000001,17,email
458,198.18.0.1,51244,198.18.0.38,443,192.168.5.2,51245,103.216.253.85,2011,198.18.0.1,51244,198.18.0.38,443,33,11629,52,9.096738,3.194707,7,content-autofill.googleapis.com,192.168.5.2,51245,103.216.253.85,2011,33,17581,37,9.096994,3.233366,7,email
459,198.18.0.1,51246,198.18.0.41,443,192.168.5.2,51247,103.216.253.85,2011,198.18.0.1,51246,198.18.0.41,443,44,17204,53,9.874109,2.417726,7,play.google.com,192.168.5.2,51247,103.216.253.85,2011,36,18796,38,9.874131,2.464582,7,email
460,198.18.0.1,51252,198.18.0.23,5228,192.168.5.2,51253,103.216.253.85,2011,198.18.0.1,51252,198.18.0.23,5228,40,15814,56,12.341474,54.505721,4,mtalk.google.com,192.168.5.2,51253,103.216.253.85,2011,40,16678,40,12.342099,54.54078500000001,4,email
461,198.18.0.1,51255,198.18.0.22,443,192.168.5.2,51257,103.216.253.85,2011,198.18.0.1,51255,198.18.0.22,443,53,20210,58,12.519199,54.356876,7,update.googleapis.com,192.168.5.2,51257,103.216.253.85,2011,49,22007,41,12.520647,54.394912000000005,7,email
462,198.18.0.1,51254,198.18.0.21,443,192.168.5.2,51256,103.216.253.85,2011,198.18.0.1,51254,198.18.0.21,443,50,18404,57,12.518824,54.356999,7,clients2.google.com,192.168.5.2,51256,103.216.253.85,2011,48,20594,42,12.520647,54.399298,7,email
463,198.18.0.1,51258,198.18.0.24,443,192.168.5.2,51259,103.216.253.85,2011,198.18.0.1,51258,198.18.0.24,443,60,19316,59,12.648681,54.227911000000006,11,android.clients.google.com,192.168.5.2,51259,103.216.253.85,2011,50,22445,43,12.648898,54.27356,11,email
464,198.18.0.1,51260,198.18.0.10,443,192.168.5.2,51262,103.216.253.85,2011,198.18.0.1,51260,198.18.0.10,443,91,45314,60,12.91801,53.957456,15,accounts.google.com,192.168.5.2,51262,103.216.253.85,2011,99,55611,44,12.918169,53.994437,15,email
465,198.18.0.1,51261,198.18.0.16,443,192.168.5.2,51264,103.216.253.85,2011,198.18.0.1,51261,198.18.0.16,443,48,11243,61,12.91905,53.957397,9,www.googleapis.com,192.168.5.2,51264,103.216.253.85,2011,47,19455,45,12.919051,53.998655,9,email
466,198.18.0.1,51266,198.18.0.27,443,192.168.5.2,51267,103.216.253.85,2011,198.18.0.1,51266,198.18.0.27,443,67,20845,63,12.924657,53.95231600000001,13,optimizationguide-pa.googleapis.com,192.168.5.2,51267,103.216.253.85,2011,67,31604,47,12.924931,53.992257,13,email
467,198.18.0.1,51263,198.18.0.80,443,192.168.5.2,51265,103.216.253.85,2011,198.18.0.1,51263,198.18.0.80,443,34,13332,62,12.919731,53.96088400000001,4,accountcapabilities-pa.googleapis.com,192.168.5.2,51265,103.216.253.85,2011,31,12382,46,12.91964,54.007169000000005,4,email
468,198.18.0.1,51268,198.18.1.4,443,192.168.5.2,51269,103.216.253.85,2011,198.18.0.1,51268,198.18.1.4,443,45002,37531963,64,13.166962,53.707015,575,mail.google.com,192.168.5.2,51269,103.216.253.85,2011,31676,31595515,48,13.167169,53.74331,565,email
469,198.18.0.1,51272,198.18.0.85,443,192.168.5.2,51273,103.216.253.85,2011,198.18.0.1,51272,198.18.0.85,443,46,18959,66,13.52708,53.34920700000001,7,accounts.google.com.hk,192.168.5.2,51273,103.216.253.85,2011,46,21792,50,13.527242,53.386292,7,email
470,198.18.0.1,51274,198.18.0.41,443,192.168.5.2,51275,103.216.253.85,2011,198.18.0.1,51274,198.18.0.41,443,1368,1008458,67,14.540157,52.334353,78,play.google.com,192.168.5.2,51275,103.216.253.85,2011,1662,1279148,51,14.542959,52.37437,78,email
471,198.18.0.1,51276,198.18.0.32,443,192.168.5.2,51277,103.216.253.85,2011,198.18.0.1,51276,198.18.0.32,443,705,357048,68,14.643437,52.23081,59,ssl.gstatic.com,192.168.5.2,51277,103.216.253.85,2011,464,344560,52,14.643824,52.273338,59,email
472,198.18.0.1,51278,198.18.0.36,443,192.168.5.2,51279,103.216.253.85,2011,198.18.0.1,51278,198.18.0.36,443,923,657676,69,15.218501,51.65539,44,www.gstatic.com,192.168.5.2,51279,103.216.253.85,2011,481,420023,53,15.218873,51.700971,46,email
473,198.18.0.1,51280,198.18.0.33,443,192.168.5.2,51283,103.216.253.85,2011,198.18.0.1,51280,198.18.0.33,443,40,12781,70,15.542562,51.332352,7,lh3.googleusercontent.com,192.168.5.2,51283,103.216.253.85,2011,40,16814,55,15.543075,51.374213,7,email
474,198.18.0.1,51281,198.18.0.34,443,192.168.5.2,51282,103.216.253.85,2011,198.18.0.1,51281,198.18.0.34,443,199,133992,71,15.542969,51.33166,13,fonts.gstatic.com,192.168.5.2,51282,103.216.253.85,2011,115,85391,54,15.543071,51.373397,13,email
475,198.18.0.1,51284,198.18.0.38,443,192.168.5.2,51285,103.216.253.85,2011,198.18.0.1,51284,198.18.0.38,443,67,13603,72,15.621146,51.253805,19,content-autofill.googleapis.com,192.168.5.2,51285,103.216.253.85,2011,65,29494,56,15.621551,51.295817,19,email
476,198.18.0.1,51286,198.18.0.11,443,192.168.5.2,51287,103.216.253.85,2011,198.18.0.1,51286,198.18.0.11,443,178,114825,73,15.694366,51.183865,13,www.google.com,192.168.5.2,51287,103.216.253.85,2011,103,70408,57,15.694933,51.222539000000005,13,email
477,198.18.0.1,51290,198.18.0.30,443,192.168.5.2,51292,103.216.253.85,2011,198.18.0.1,51290,198.18.0.30,443,321,238226,75,15.820294,51.05844999999999,9,apis.google.com,192.168.5.2,51292,103.216.253.85,2011,164,142471,59,15.820439,51.098052,9,email
478,198.18.0.1,51288,198.18.0.39,443,192.168.5.2,51289,103.216.253.85,2011,198.18.0.1,51288,198.18.0.39,443,60,23913,74,15.818316,51.059798,7,ogads-pa.clients6.google.com,192.168.5.2,51289,103.216.253.85,2011,50,23479,58,15.818796,51.097696000000006,7,email
479,198.18.0.1,51291,198.18.0.40,443,192.168.5.2,51293,103.216.253.85,2011,198.18.0.1,51291,198.18.0.40,443,51,17778,76,15.821622,51.05697200000001,9,waa-pa.clients6.google.com,192.168.5.2,51293,103.216.253.85,2011,50,24896,60,15.821551,51.095756,9,email
480,198.18.0.1,51294,198.18.0.34,443,192.168.5.2,51295,103.216.253.85,2011,198.18.0.1,51294,198.18.0.34,443,67,28440,77,16.010613,50.867884,11,fonts.gstatic.com,192.168.5.2,51295,103.216.253.85,2011,57,34322,61,16.010695,50.906848,11,email
481,198.18.0.1,51296,198.18.0.40,443,192.168.5.2,51298,103.216.253.85,2011,198.18.0.1,51296,198.18.0.40,443,112,70353,78,16.286271,50.589755,9,waa-pa.clients6.google.com,192.168.5.2,51298,103.216.253.85,2011,84,58271,62,16.287105,50.62621300000001,9,email
482,198.18.0.1,51297,198.18.0.41,443,192.168.5.2,51299,103.216.253.85,2011,198.18.0.1,51297,198.18.0.41,443,41,7603,79,16.288033,50.589919,11,play.google.com,192.168.5.2,51299,103.216.253.85,2011,44,16682,63,16.288328,50.632068,11,email
483,198.18.0.1,51300,198.18.0.39,443,192.168.5.2,51301,103.216.253.85,2011,198.18.0.1,51300,198.18.0.39,443,56,24429,80,16.306723,50.568647,7,ogads-pa.clients6.google.com,192.168.5.2,51301,103.216.253.85,2011,46,24493,64,16.30742,50.616131,7,email
484,198.18.0.1,51302,198.18.1.5,443,192.168.5.2,51303,103.216.253.85,2011,198.18.0.1,51302,198.18.1.5,443,51,21583,81,16.559,50.31867100000001,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,51303,103.216.253.85,2011,39,22072,65,16.559284,50.36114099999999,7,email
485,198.18.0.1,51304,198.18.0.43,443,192.168.5.2,51305,103.216.253.85,2011,198.18.0.1,51304,198.18.0.43,443,54,24425,82,16.651144,50.22618,7,addons-pa.clients6.google.com,192.168.5.2,51305,103.216.253.85,2011,43,22918,66,16.651809,50.26635,7,email
486,198.18.0.1,51306,198.18.1.5,443,192.168.5.2,51307,103.216.253.85,2011,198.18.0.1,51306,198.18.1.5,443,55,26317,83,17.034359,49.840675000000005,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,51307,103.216.253.85,2011,47,27458,67,17.034769,49.891954,7,email
487,198.18.0.1,51308,198.18.0.43,443,192.168.5.2,51309,103.216.253.85,2011,198.18.0.1,51308,198.18.0.43,443,50,20566,84,17.275687,49.59944399999999,7,addons-pa.clients6.google.com,192.168.5.2,51309,103.216.253.85,2011,50,26211,68,17.276302,49.64082499999999,7,email
488,198.18.0.1,51310,198.18.0.110,443,192.168.5.2,51311,103.216.253.85,2011,198.18.0.1,51310,198.18.0.110,443,62,24390,85,17.748508,49.128354,10,peoplestackwebexperiments-pa.clients6.google.com,192.168.5.2,51311,103.216.253.85,2011,50,27337,69,17.748781,49.166754000000005,10,email
489,198.18.0.1,51314,198.18.0.110,443,192.168.5.2,51315,103.216.253.85,2011,198.18.0.1,51314,198.18.0.110,443,24,14044,87,17.755907,0.1030039999999985,3,peoplestackwebexperiments-pa.clients6.google.com,192.168.5.2,51315,103.216.253.85,2011,31,17681,71,17.756176,0.1443890000000003,3,email
490,198.18.0.1,51312,198.18.0.111,443,192.168.5.2,51313,103.216.253.85,2011,198.18.0.1,51312,198.18.0.111,443,60,22130,86,17.752739,49.122965,9,peoplestack-pa.clients6.google.com,192.168.5.2,51313,103.216.253.85,2011,50,27551,70,17.753038,49.16349699999999,9,email
491,198.18.0.1,51316,198.18.1.7,443,192.168.5.2,51317,103.216.253.85,2011,198.18.0.1,51316,198.18.1.7,443,55,21787,88,17.819192,49.056031,7,taskassist-pa.clients6.google.com,192.168.5.2,51317,103.216.253.85,2011,46,22803,72,17.819598,49.097672,7,email
492,198.18.0.1,51318,198.18.0.48,443,192.168.5.2,51319,103.216.253.85,2011,198.18.0.1,51318,198.18.0.48,443,71,26153,89,17.863039,49.011041000000006,13,signaler-pa.clients6.google.com,192.168.5.2,51319,103.216.253.85,2011,63,28824,73,17.863451,49.059067,13,email
493,198.18.0.1,51320,198.18.1.6,443,192.168.5.2,51321,103.216.253.85,2011,198.18.0.1,51320,198.18.1.6,443,48,17858,90,17.887506,48.986856,9,mail-ads.google.com,192.168.5.2,51321,103.216.253.85,2011,43,20627,74,17.888001,49.029248,9,email
494,198.18.0.1,51324,198.18.1.6,443,192.168.5.2,51325,103.216.253.85,2011,198.18.0.1,51324,198.18.1.6,443,205,141569,92,18.238228,48.63594,9,mail-ads.google.com,192.168.5.2,51325,103.216.253.85,2011,121,95590,76,18.238413,48.674934,9,email
495,198.18.0.1,51322,198.18.0.111,443,192.168.5.2,51323,103.216.253.85,2011,198.18.0.1,51322,198.18.0.111,443,99,47794,91,18.235463,48.642352,17,peoplestack-pa.clients6.google.com,192.168.5.2,51323,103.216.253.85,2011,95,53302,75,18.235745,48.684154,17,email
