inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,63046,198.18.0.114,443,192.168.5.2,63048,221.5.100.174,2011
198.18.0.1,63051,198.18.0.115,443,192.168.5.2,63053,221.5.100.174,2011
198.18.0.1,63050,198.18.0.115,443,192.168.5.2,63052,221.5.100.174,2011
198.18.0.1,63054,198.18.0.31,443,192.168.5.2,63057,221.5.100.174,2011
198.18.0.1,63055,198.18.0.161,443,192.168.5.2,63058,221.5.100.174,2011
198.18.0.1,63056,198.18.0.161,443,192.168.5.2,63059,221.5.100.174,2011
198.18.0.1,63060,198.18.0.34,443,192.168.5.2,63061,221.5.100.174,2011
198.18.0.1,63064,198.18.0.162,443,192.168.5.2,63065,221.5.100.174,2011
198.18.0.1,63070,198.18.0.38,443,192.168.5.2,63071,221.5.100.174,2011
198.18.0.1,63072,198.18.0.36,443,192.168.5.2,63073,221.5.100.174,2011
198.18.0.1,63074,198.18.0.34,443,192.168.5.2,63075,221.5.100.174,2011
198.18.0.1,63078,198.18.0.119,443,192.168.5.2,63079,221.5.100.174,2011
198.18.0.1,63082,198.18.0.36,443,192.168.5.2,63083,221.5.100.174,2011
198.18.0.1,63084,198.18.0.121,443,192.168.5.2,63085,221.5.100.174,2011
198.18.0.1,63086,198.18.0.41,443,192.168.5.2,63087,221.5.100.174,2011
198.18.0.1,63088,198.18.0.41,443,192.168.5.2,63089,221.5.100.174,2011
198.18.0.1,63090,198.18.0.33,443,192.168.5.2,63091,221.5.100.174,2011
198.18.0.1,63092,198.18.0.41,443,192.168.5.2,63093,221.5.100.174,2011
198.18.0.1,63094,198.18.0.11,443,192.168.5.2,63097,221.5.100.174,2011
198.18.0.1,63095,198.18.0.49,443,192.168.5.2,63096,221.5.100.174,2011
198.18.0.1,63098,198.18.0.11,443,192.168.5.2,63099,221.5.100.174,2011
198.18.0.1,63100,198.18.0.122,443,192.168.5.2,63101,221.5.100.174,2011
198.18.0.1,63104,198.18.0.72,443,192.168.5.2,63105,221.5.100.174,2011
198.18.0.1,63106,198.18.0.21,443,192.168.5.2,63109,221.5.100.174,2011
198.18.0.1,63107,198.18.0.22,443,192.168.5.2,63108,221.5.100.174,2011
198.18.0.1,63110,198.18.0.21,443,192.168.5.2,63112,221.5.100.174,2011
198.18.0.1,63111,198.18.0.22,443,192.168.5.2,63113,221.5.100.174,2011
198.18.0.1,63114,198.18.0.23,5228,192.168.5.2,63116,221.5.100.174,2011
198.18.0.1,63115,198.18.0.24,443,192.168.5.2,63117,221.5.100.174,2011
198.18.0.1,63118,198.18.0.24,443,192.168.5.2,63119,221.5.100.174,2011
198.18.0.1,63120,198.18.0.114,443,192.168.5.2,63121,221.5.100.174,2011
198.18.0.1,63122,198.18.0.121,443,192.168.5.2,63124,221.5.100.174,2011
198.18.0.1,63123,198.18.0.115,443,192.168.5.2,63125,221.5.100.174,2011
198.18.0.1,63133,198.18.0.41,443,192.168.5.2,63134,221.5.100.174,2011
198.18.0.1,63135,198.18.0.136,443,192.168.5.2,63136,221.5.100.174,2011
198.18.0.1,63141,198.18.0.19,443,192.168.5.2,63142,221.5.100.174,2011
198.18.0.1,63143,198.18.0.162,443,192.168.5.2,63144,221.5.100.174,2011
198.18.0.1,63145,198.18.0.136,443,192.168.5.2,63146,221.5.100.174,2011
198.18.0.1,63147,198.18.0.11,443,192.168.5.2,63148,221.5.100.174,2011
198.18.0.1,63153,198.18.0.49,443,192.168.5.2,63154,221.5.100.174,2011
198.18.0.1,63179,198.18.0.9,443,192.168.5.2,63180,221.5.100.174,2011
198.18.0.1,63181,198.18.0.22,443,192.168.5.2,63182,183.240.139.64,2011
198.18.0.1,63183,198.18.0.19,443,192.168.5.2,63184,183.240.139.64,2011
198.18.0.1,63186,198.18.0.63,443,192.168.5.2,63187,103.216.253.85,2011
198.18.0.1,63185,198.18.0.63,443,192.168.5.2,63188,103.216.253.85,2011
198.18.0.1,63193,198.18.0.64,443,192.168.5.2,63194,103.216.253.85,2011
198.18.0.1,63300,198.18.0.139,443,192.168.5.2,63301,120.232.217.159,2011
